ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
NOR,NGDP_R,Norway,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: Nominally ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: Yes, from 1980 Primary domestic currency: Norwegian krone Data last updated: 08/2017",1361.24,1383,1386.25,1441.32,1528.56,1613.44,1678.66,1708.1,1703.74,1721.43,1754.69,1808.82,1873.47,1926.78,2024.18,2108.27,2214.27,2331.29,2392.47,2440.64,2518.87,2571.4,2608.37,2632.36,2736.57,2808.4,2875.66,2959.92,2971.29,2923.08,2940.67,2969.16,3050.78,3081.25,3140.37,3190.96,3225.36,3269.32,3322.28,3384.6,3447.47,3511.02,3576.16,2016
OMN,NGDP_R,Oman,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Omani rial Data last updated: 08/2017,4.495,5.264,5.869,6.805,7.751,8.877,9.067,8.705,9.162,9.435,10.226,10.844,11.765,12.488,12.968,13.594,13.987,14.851,15.253,15.303,16.305,17.036,16.849,16.4,16.611,17.025,17.94,18.738,20.275,21.514,22.548,22.298,24.379,25.445,26.092,27.182,28.006,28.001,29.049,29.89,30.547,31.093,31.774,2015
PAK,NGDP_R,Pakistan,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2015/16 National accounts manual used: Combination of SNA 1968 and SNA 1993 GDP valuation: Real GDP is based on factor costs whereas nominal GDP is based on market prices. Start/end months of reporting year: July/June Base year: 2005/06. Data before 2006 were extended backwards using growth rates for overall GDP and expenditure component shares of the original series. Real GDP is based on factor costs whereas nominal GDP is based on market prices. As a result, any calculated GDP deflator using these the two different concepts will not be accurate. Chain-weighted: No Primary domestic currency: Pakistan rupee Data last updated: 09/2017",2031.01,2157.1,2320.22,2477.71,2576.15,2800.49,2978.68,3151.77,3354.62,3515.92,3677.26,3865.78,4158.38,4245.6,4431.08,4655.38,4962.59,5047.09,5223.43,5441.88,5654.54,5765.77,5945.2,6226.16,6692.04,7291.54,7715.78,8142.97,8549.15,8579.99,8801.39,9120.34,9470.26,9819.06,10217.06,10631.65,11110.66,11696.96,12348.43,13089.4,13835.6,14651.92,15516.41,2016
PLW,NGDP_R,Palau,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015/16 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: October/September Base year: 2004/05 Chain-weighted: No Primary domestic currency: U.S. dollar Data last updated: 09/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.171,0.176,0.188,0.176,0.189,0.191,0.186,0.186,0.175,0.159,0.164,0.173,0.179,0.175,0.185,0.206,0.21,0.212,0.224,0.234,0.241,0.246,0.251,2016
PAN,NGDP_R,Panama,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007. The 2007 base year publication is labelled ""preliminary"" ; revisions are expected in the future Chain-weighted: Yes, from 2007 Primary domestic currency: U.S. dollar Data last updated: 09/2017",7.117,7.772,8.188,7.82,8.032,8.429,8.729,8.572,7.425,7.541,8.151,8.919,9.651,10.177,10.467,10.651,11.436,12.176,13.069,13.577,13.948,14.027,14.342,14.947,16.069,17.224,18.694,20.958,22.763,23.127,24.46,27.349,29.873,31.852,33.78,35.732,37.472,39.458,41.667,44.084,46.553,49.113,51.814,2015
PNG,NGDP_R,Papua New Guinea,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistical Office and MOF Latest actual data: 2013 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1998 Chain-weighted: No Primary domestic currency: Papua New Guinea kina Data last updated: 09/2017,16.189,16.375,16.511,17.079,16.911,17.516,18.506,19.017,19.571,19.292,18.714,20.501,23.336,27.585,29.225,28.218,30.08,28.171,29.49,30.038,29.3,29.287,29.875,31.186,31.364,32.595,33.342,37.041,36.931,39.444,43.438,43.919,45.961,47.721,53.7,58.631,60.036,61.887,63.709,65.374,67.327,69.49,71.767,2013
PRY,NGDP_R,Paraguay,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: Central Bank Latest actual data: 2016 Notes: For 1980 to 1990, GDP data were constructed backward by the Banco Central del Paraguay using the new 1994 base year. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1994 Chain-weighted: No Primary domestic currency: Paraguayan guaran’ Data last updated: 09/2017",9499.91,10371.09,10226.15,9915,10194.27,10588.98,10616.79,11049.16,11698.96,12379.49,12889.52,13339.37,13565.66,14235.31,14992.33,16015.23,16267.28,16957.42,16968.96,16737.15,16349.82,16213.46,16209.99,16910.38,17596.5,17971.92,18835.86,19857.07,21119.8,20282.25,22937.81,23933.86,23637.33,26955.13,28228.04,29064.22,30253.7,31424.24,32679.74,33947.34,35246.69,36594.1,37993,2016
PER,NGDP_R,Peru,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: Central Bank Latest actual data: 2016 Notes: Rebased national account series (year 2007) have not been published to their full extent thus we are reporting data on the 1994 basis. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Peruvian nuevo sol Data last updated: 09/2017,166.846,175.958,175.387,159.025,165.069,168.517,188.918,203.537,184.36,159.616,151.492,154.854,154.015,162.095,182.045,195.535,201.009,214.029,213.189,216.375,222.207,223.577,235.774,245.594,257.773,273.973,294.598,319.692,348.924,352.584,382.381,407.049,431.271,456.45,467.43,482.835,502.145,515.541,534.92,556.282,577.818,599.69,622.191,2016
PHL,NGDP_R,Philippines,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office. National Statistical Coordination; accessed via CEIC and Haver Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Philippine peso Data last updated: 09/2017,2284.5,2362.71,2448.22,2494.12,2311.45,2142.57,2215.77,2311.31,2467.38,2620.49,2700.07,2684.46,2693.52,2750.52,2871.21,3005.54,3181.24,3346.2,3326.9,3429.43,3580.71,3684.34,3818.67,4008.47,4276.94,4481.28,4716.23,5028.29,5237.1,5297.24,5701.54,5910.2,6305.23,6750.63,7165.48,7600.18,8126.4,8662.73,9243.15,9871.66,10542.89,11259.77,12025.46,2016
POL,NGDP_R,Poland,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010 Primary domestic currency: Polish zloty Data last updated: 07/2017",695.125,625.613,595.293,628.63,626.329,650.515,673.248,688.743,711.37,738.488,685.532,637.508,650.467,678.355,713.894,761.923,809.46,866.822,910.004,951.175,991.692,1003.65,1018.13,1054.4,1108.55,1147.87,1218.96,1306.74,1357.97,1393.74,1445.3,1517.8,1542.19,1563.64,1614.96,1677.77,1721.97,1788.13,1848,1903.62,1956.79,2009.25,2060.8,2016
PRT,NGDP_R,Portugal,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2011 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2017",85.797,88.82,90.741,91.623,90.668,92.152,95.211,102.478,107.95,115.127,124.176,128.36,132.378,131.468,133.426,136.505,141.278,147.531,154.6,160.612,166.695,169.934,171.241,169.641,172.714,174.038,176.741,181.146,181.507,176.101,179.445,176.167,169.07,167.159,168.652,171.341,173.738,178.063,181.651,184.739,187.51,189.76,192.037,2016
PRI,NGDP_R,Puerto Rico,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office. Puerto Rico Planning Board Latest actual data: 2015/16 National accounts manual used: System of National Accounts 1968 GDP valuation: Market prices Start/end months of reporting year: July/June Base year: 1954 Chain-weighted: No Primary domestic currency: U.S. dollar,4.662,4.712,4.569,4.59,4.926,5.027,5.438,5.705,6.077,6.377,6.618,6.77,7.079,7.408,7.718,8.069,8.256,8.659,9.223,9.63,9.945,10.887,11.123,11.384,11.61,11.379,11.219,11.088,10.884,10.671,10.627,10.589,10.592,10.56,10.434,10.318,10.049,9.768,9.524,9.39,9.278,9.185,9.139,2016
