,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 62,Region,IncomeGroup,SpecialNotes,TableName
163,Mauritania,MRT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,678884139.56888,784314257.964809,790013151.067088,774341126.3400611,988763047.620439,1148332896.1274,1150985108.35068,1192042276.7867599,1313588183.61643,1329988753.59689,1489400289.92767,1516848245.86567,1505731145.72368,1436697032.62887,1611436904.80703,1528699700.13594,1659343980.5813901,1628171649.38474,1619954041.85444,1697550485.79881,1754778481.26144,1815323399.98889,1772846209.8533301,1839068079.3933,1779723845.29748,1833022312.1059802,1937753496.48283,1974578256.82868,2008548861.2009199,2104508998.7611198,2067231735.4552398,2104195639.7791398,2143630915.1441698,2269540019.10073,2200075479.20429,2416118501.23262,2556708247.3273697,2453297155.2209396,2521444964.29532,2715919612.22635,2704230124.29821,2758552615.8700104,2776897105.4186,2942907049.59475,3112048382.12385,3391181144.2577,4031066483.05195,4144655356.7299705,4189416273.7628,4145759133.26485,4343665119.8875,4547994017.03078,4811553825.57001,5104589902.59405,5389402734.79887,5464854373.08605,5574151460.5477705,,,Sub-Saharan Africa,Lower middle income,Based on official statistics from the Ministry of Economic Affairs and Development; the base year has been returned to 2004.,Mauritania
164,Mauritius,MUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,2124319853.5377102,2263412225.01148,2350119158.2663603,2432761703.55796,2187995259.9815397,2316700862.63089,2444051668.04727,2453431823.7379303,2568703514.36592,2747343369.9573197,3014990476.5072,3283054480.52584,3506018094.24681,3662567012.45245,3925786062.7103705,4099912192.56849,4366927116.6933,4588857101.12914,4778658788.74408,4983555093.4701605,5262028369.810989,5561305046.51002,5898911194.302629,6052918760.07907,6599292378.29694,6769129806.19261,6912182726.03343,7164951322.26938,7576632768.634959,7670688143.628659,8325631105.15079,8802441342.89702,9276625562.3588,9584152841.68915,10003670690.3497,10411574171.5084,10775575125.3493,11137678209.4982,11554736859.9332,11955531873.1569,12397886552.4637,,,Sub-Saharan Africa,Upper middle income,Authorities made significant revisions to the national accounts from 2006 to 2015.,Mauritius
165,Malawi,MWI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,872754761.578833,939429715.627654,945708532.632315,932552984.401186,957369182.341457,1087729294.05964,1231842943.3209,1321540202.4642901,1296125938.12838,1372368730.47158,1378946466.0453,1602591776.10113,1702454862.85085,1741622587.64614,1866600790.9051898,1980217492.28166,2079183440.5638301,2181438334.38105,2394020984.03969,2499265827.0747104,2509431501.17818,2376679583.05701,2436178658.7173,2526773054.9992104,2662215774.51161,2783905186.40297,2777925287.96737,2823073218.20398,2912770477.34736,2951938202.14266,3119971217.88235,3392351938.18952,3143591512.28887,3448263380.33223,3095154943.52291,3612937768.2146797,3877284917.9125204,4024327811.6606297,4181085586.81284,4308285837.60062,4376187775.85659,4158474016.1530204,4229168074.99445,4470469156.55829,4712790834.08534,4866839045.278689,5095580480.01871,5584756206.23341,6011416879.86508,6512054306.7850895,6959697194.02096,7297524731.2371,7435141416.66523,7821768770.20955,8267609590.406541,8499102658.85552,8711580225.50965,,,Sub-Saharan Africa,Low income,Fiscal year end: March 31; reporting period for national accounts data: CY. The new base year is 2010.,Malawi
166,Malaysia,MYS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,11490474651.5166,12363520226.0098,13157385520.4744,14122980193.1017,14879825463.351002,16023319735.4941,17275816336.0343,17942169879.8547,19373595231.4427,20320679954.053,21537185309.3664,22776313247.0274,24913167489.367,27831546366.1482,30144243705.5664,30385901058.6446,33899676911.614,36529096644.0036,38959024836.2361,42601343578.2807,45772687156.5614,48950205302.5364,51858301170.4076,55099575393.4991,59376363292.0431,58710012945.8881,59386651050.8833,62586786998.2304,68806489273.8506,75039312067.3062,81800090900.6241,89608289838.875,97570090279.7181,107224598832.69699,117102174753.966,128612243674.521,141476941976.344,151836934773.835,140662624041.477,149295947160.90802,162521878178.262,163363213808.947,172170105616.094,182136170935.395,194491264661.14102,204861809506.06897,216303028282.26398,236695353388.594,244552678743.287,238375704355.655,255016609232.871,268516655800.81302,283216292570.861,296507404302.878,314333923193.94,329952500698.519,343939027040.45197,,,East Asia & Pacific,Upper middle income,,Malaysia
168,Namibia,NAM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,4412911486.63827,4455780709.3578205,4438042654.6378,4357117141.46027,4346795502.2369,4366972080.70998,4575157421.37656,4737747944.82168,4776272888.487221,4865048284.84063,4964658201.396979,5370052951.12391,5756124453.393721,5665204214.981621,5763205418.04008,5987913615.0962105,6179007353.1720295,6439767658.78691,6651738120.90913,6875853709.5288105,7115971119.148359,7199793619.688641,7544567351.04374,7864441488.718929,8829372914.44225,9052690941.654741,9693003646.96915,10334398853.639,10608240991.1714,10639638311.1204,11282192605.0374,11856607186.6558,12456750940.0066,13161100582.9626,14011151012.8146,14753072612.5139,14930109483.863998,,,Sub-Saharan Africa,Upper middle income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Namibia
169,New Caledonia,NCL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,High income,,New Caledonia
170,Niger,NER,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2074788352.1676898,2169116385.3327603,2392073643.9389896,2617603832.61695,2621033937.7894697,2802403243.47257,2791684129.57825,2795114234.75077,2805833348.6450896,2651906851.56168,2732943262.16684,2888155873.03214,2738945876.00494,2272021788.82969,2471397109.35847,2402366207.53131,2418659136.88697,2606457887.5654,2957615854.33786,3168996543.09375,3098250448.0061398,3117116167.1292,3167710148.21005,3017214037.40097,2509557064.63294,2703358710.25129,2875293048.8490005,2877436759.3844,3075954623.71057,3104681860.2209997,3064806711.68607,3141555701.7135897,2936837964.79057,2979405606.60121,3098717742.53644,3179462761.52286,3288171553.37277,3378726667.5946803,3730866430.77849,3709646817.10266,3657358998.3619704,3917190239.0117,4034671554.6476,4248509146.97587,4252757656.15835,4444131750.65835,4701891392.26459,4849839714.846729,5314826497.8901205,5276949261.50372,5718589799.24366,5850769296.443911,6541959480.1299,6886614682.17048,7372107102.72376,7637893798.437191,8019787871.907709,,,Sub-Saharan Africa,Low income,,Niger
171,Nigeria,NGA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,58676864790.6159,58789404370.6503,61201529275.1733,66451775245.1795,69741462842.4862,73148317148.5981,70039137550.0672,59012436135.54401,58275748342.626,72376954918.2291,90476435132.8693,103358046139.004,106835281640.474,112596652491.716,125163198429.121,118619982379.00699,129346018408.096,137137974986.36,129233124891.881,137968548713.888,143769893085.07098,124895953347.35,123580566577.732,117339190482.24199,114967134663.801,124535653493.06,113633581983.79199,101416039990.55199,109065367143.941,116118832909.28699,130942573770.775,130133544307.975,130697966487.245,133430047764.441,134643945417.105,134229957065.96199,140933005864.349,144882310095.27698,148816792319.924,149522537467.564,157474285635.205,164420579040.972,170643319497.931,188312043745.758,251840571175.265,260515639753.024,281906487385.062,301156185312.51196,320039472272.419,342232340656.562,369062464570.387,387099974051.551,403665055423.226,425440429014.358,452284521417.451,464282244075.104,457127392114.33295,,,Sub-Saharan Africa,Lower middle income,,Nigeria
172,Nicaragua,NIC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2711155751.64188,2911787022.69478,3252330676.6799,3575715711.07753,3973018341.9335203,4330743395.71309,4473707142.24193,4785502780.01612,4849770170.70885,5152284474.14756,5222037471.40831,5394613094.15033,5514412502.04356,5868273122.88442,6701123390.21505,6690854126.73463,7039411127.9552,7628502877.836441,7030519765.65062,5168923280.7994,5407300184.22235,5697309384.5368,5650798720.31783,5911482023.90841,5818902663.77218,5581383698.8172,5524603771.1178,5485580569.89217,4802635551.24043,4721105398.81515,4716711710.6460705,4707716356.381121,4725863055.07201,4707378385.53419,4864492405.02987,5152076710.69105,5478938280.464021,5696268639.094971,5907695985.37418,6323359730.97311,6582718031.03826,6777622011.892329,6828721143.51079,7000854966.48936,7372752320.182091,7688482940.5946,7981019307.60974,8386163942.296441,8674288797.14942,8388673512.167629,8758622328.66962,9311876958.36283,9916789193.597841,10405398732.2837,10903344940.5985,11432480383.2851,11970056312.7505,,,Latin America & Caribbean,Lower middle income,,Nicaragua
173,Netherlands,NLD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,187858566511.846,188413776254.58603,201307886826.39398,208604535834.846,225866360770.06302,245388204759.34302,252114551476.487,265426236973.72,282456340115.019,300616726669.141,317736234601.34,331452845344.457,343165972988.967,361848694279.699,374291649994.111,374299243184.404,390979176302.041,400833573686.45,411641035915.67896,419932170481.24603,425567299871.605,422232505177.11206,416993626763.87897,425625219999.25397,438656498036.502,449974624430.803,462515308631.18896,471447628729.78204,487671173523.66205,509226815021.705,530528907244.97296,543469220896.83,552741191236.543,559692200293.9089,576265203486.663,594221834498.193,615416058971.619,641878133643.26,670925783246.3729,704818896540.5659,734694499629.5641,750301352928.755,751078890078.6329,753211372649.05,768506883558.1221,785109444991.006,812734596109.533,842793366571.063,857112938103.2041,824820492155.7891,836389937229.197,850304340566.79,841316305639.71,839714950916.638,851636302587.527,868257781834.4591,886854202832.966,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Netherlands
174,Norway,NOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,83002222825.9133,88209230744.8787,90691390105.0843,94124098293.7323,98839387112.5551,104063650456.188,108004034374.24199,114760852094.746,117354304507.18,122640659951.64,125095180692.127,132191142247.346,139237720551.496,145549311479.388,151259249805.59802,158749660063.422,167997702512.064,174987695844.478,181758550994.071,189705962084.655,198365315042.05103,201535719724.25198,202010004693.23,210035400165.44897,222747677628.567,235117564549.841,244621782611.333,248910923683.993,248275320099.26898,250853125768.647,255700709085.895,263588242989.108,273009949857.99,280777935155.10803,294972533175.23804,307225546416.655,322672832891.217,339725075008.962,348640809347.856,355660021100.234,367059938673.65204,374714342490.00397,380101643584.72296,383597977697.50397,398784767533.43396,409251753222.115,419053711137.46,431331004467.117,432988635577.002,425963250914.104,428527064662.89795,432678549918.654,444572094234.11,449012059969.66705,457627791049.221,465000298817.041,470012904486.419,,,Europe & Central Asia,High income,,Norway
175,Nepal,NPL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2687564644.52438,2738850526.03803,2791171336.32931,2844067149.31039,3058295044.15399,3021497974.07339,3234230863.99325,3183405006.8814697,3204908381.29249,3347956954.2660604,3434200061.79961,3393148207.76815,3498939794.92215,3482266077.7911897,3702818546.8733797,3756749014.3876204,3921990978.97092,4040316405.1510296,4218322297.2841296,4318249197.47917,4218091975.9113603,4569964117.509,4742680183.0763,4601471345.500529,5046945769.072021,5357075804.00319,5601661164.65663,5696643954.4877,6135103742.639279,6400732135.07479,6697408396.01345,7123909435.793941,7416446123.918759,7701968176.623659,8334762090.686541,8623849303.399809,9083352501.06642,9541935774.11546,9829757721.155071,10263502982.96,10899840166.6306,11423006623.1921,11436744718.846,11887928617.3548,12444593148.5962,12877563074.7127,13310843466.2677,13764950914.3225,14605251495.758999,15267319043.3731,16002656434.4746,16550239851.6396,17341538638.0319,18057549555.5864,19139013428.6013,19660603639.1954,19770823878.7074,,,South Asia,Low income,Fiscal year end: July 14; reporting period for national accounts data: FY.,Nepal
176,Nauru,NRU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29694454.4671896,39915075.059590004,43371600.164188504,49248810.5726872,55003298.714554004,60551234.7886973,81268829.18172209,110951536.07134399,114067267.372321,125930263.179043,,,East Asia & Pacific,Upper middle income,,Nauru
177,New Zealand,NZL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,67104461025.8635,67317771866.1783,68793109733.8402,69676082662.9894,72920339511.4647,73598177362.9688,76168312582.9468,79819123507.8152,81107907268.7562,83302704613.5432,84086826298.9314,83782839761.3608,83912164105.8322,84038515471.8981,83123583024.8906,84045947917.9116,89421826392.1136,94012840008.3807,98464867172.4137,102036894241.593,104113515910.929,104960069998.72198,110685272859.122,113899056678.94199,117824867601.92801,123327097442.196,128947502957.915,134037976081.635,138463246440.019,142345949248.181,146456084472.029,144816489835.68698,144375746579.68698,146580949348.893,149908449448.61,153275341368.09,157030206320.983,162376355155.241,166325206588.814,172888652587.296,,,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,New Zealand
179,Oman,OMN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,1469060078.0234098,1545516775.03251,2568943823.14695,4672595318.59558,5871871521.45644,6687773732.119639,6747844993.49805,7410835890.76723,6354639271.78154,7085346944.08323,8816545383.615091,10627474642.3927,10734516514.9545,10338033810.143,10785850715.2146,11436824707.4122,13386469180.7542,14935261898.5696,17424472821.8466,20336379973.9922,23184936801.0403,23649136280.8843,22835420546.1639,24197331339.4018,27042178153.446,27006908192.4577,28647328998.6996,31057681924.5774,32934485305.5917,34210951625.4876,35920411183.355,37014525357.6073,39247801300.3901,40284860858.2575,40234582574.7724,42407802340.7022,44308712613.7841,43821066319.896,42651495448.6346,43202600780.2341,44278543563.0689,46657217165.1496,48734720416.1248,52730819245.7737,55953966189.8569,58641621957.8941,57992510294.13,63404125034.5693,66176989895.58,67858918769.0866,71694781739.5152,,,,Middle East & North Africa,High income,National Center for Statistics and Information revised national accounts from 2011 to 2015 based on the SNA 2008. Value added is in basic prices; and before 2011 in producer prices.,Oman
181,Pakistan,PAK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,13684036857.0643,14503347547.8401,15153512114.6599,16470175251.4007,17716927569.3664,19562919065.2398,20695602650.0708,21813291973.8586,23391095573.3437,24679453640.8837,27481425962.2594,27610141417.4042,27834724076.0078,29801042428.5883,30856056462.9726,32155533248.1105,33813533506.0111,35148389789.1423,37977319757.9899,39404672851.7496,43430137607.1392,46870136125.9938,49934265088.366,53318998496.708,56019715396.9644,60272796443.8186,63588796957.6813,67691764262.6561,72853449998.507,76466812750.0364,79876151981.2353,83919137533.8289,90385860526.2192,91974615908.34401,95412089507.6067,100147018591.748,105000725251.045,106065848422.857,108770776064.232,112751930854.755,117555262343.91,119885776649.10199,123751409564.262,129748800033.821,139309432952.151,149990711055.44,159256450281.251,166953023525.452,169793571392.451,174601545521.839,177406854514.885,182282709027.43,188675424552.08,196970457770.58,206178251481.055,215894314582.495,228288861620.728,,,South Asia,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Pakistan
182,Panama,PAN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2401092801.7964697,2663450484.04144,2883044966.72022,3129222087.4938397,3267913289.9351,3567255332.2378,3837703295.21844,4165939416.8432,4456613199.883221,4832813263.835421,5169139666.19585,5666211248.1323,5925883085.7966,6243765837.517679,6396633178.0461,6507993408.5664,6616316444.09035,6688700658.94966,7343701297.22799,7675251130.882171,8679517962.822392,9478624643.07403,9985584753.11253,9537095759.77715,9795500868.06595,10279617408.296,10646372388.0927,10453773604.8655,9055075027.14105,9196537665.58322,9941364607.879179,10877742311.3852,11769899987.878,12412035550.0173,12765796830.1042,12989412572.6717,13519342038.8048,14392825417.0604,15449474907.508001,16054662757.8496,16490606815.3305,16585307929.0353,16955019241.2159,17668061856.8942,18997067620.6892,20363199726.9945,22125118618.9442,24776589614.3176,26910261835.8537,27340384376.3363,28917200000.0,32331762130.0547,35315968352.9645,37655354233.1361,39934758615.4099,42241946752.9464,44304199791.0644,,,Latin America & Caribbean,Upper middle income,Based on government statistics national accounts have been revised from 2014.,Panama
